Simplified	Traditional	HTML pinyin	HTML meaning	Counter		Homophones	HSK lv	Hanzi lv	All Hanzi lv
说服	說服	<span class="tone1">shuō</span> <span class="tone2">fú</span>	<ol><li>to persuade</li> <li>to convince</li> <li>to talk sb over</li></ol>		<span class="tone4">shuì</span> <span class="tone2">fú</span>		HSK_Level_5	9	[2, 9]
高级	高級	<span class="tone1">gāo</span> <span class="tone2">jí</span>	<ol><li>high level</li> <li>high grade</li> <li>advanced</li> <li>high-ranking</li></ol>				HSK_Level_5	9	[2, 9]
总统	總統	<span class="tone3">zǒng</span> <span class="tone3">tǒng</span>	<ol><li>president (of a country)</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>), 名(<span class="tone2">míng</span>), 届|屆(<span class="tone4">jiè</span>)			HSK_Level_5	9	[3, 9]
打听	打聽	<span class="tone3">dǎ</span> <span class="tone5">ting</span>	<ol><li>to ask about</li> <li>to make some inquiries</li> <li>to ask around</li></ol>				HSK_Level_5	9	[3, 9]
打交道		<span class="tone3">dǎ</span> <span class="tone1">jiāo</span> <span class="tone4">dào</span>	<ol><li>to come into contact with</li> <li>to have dealings</li></ol>				HSK_Level_5	9	[3, 9, 2]
法院		<span class="tone3">fǎ</span> <span class="tone4">yuàn</span>	<ol><li>court of law</li> <li>court</li></ol>				HSK_Level_5	9	[3, 9]
接近		<span class="tone1">jiē</span> <span class="tone4">jìn</span>	<ol><li>to approach</li> <li>to get close to</li></ol>				HSK_Level_5	9	[3, 9]
在乎		<span class="tone4">zài</span> <span class="tone5">hu</span>	<ol><li>to care about</li> <li>equivalent of 在於|在于[zai4 yu2]</li></ol>				HSK_Level_5	9	[3, 9]
内科	內科	<span class="tone4">nèi</span> <span class="tone1">kē</span>	<ol><li>internal medicine</li> <li>general medicine</li></ol>				HSK_Level_5	9	[4, 9]
不断	不斷	<span class="tone4">bù</span> <span class="tone4">duàn</span>	<ol><li>unceasing</li> <li>uninterrupted</li> <li>continuous</li> <li>constant</li></ol>				HSK_Level_5	9	[4, 9]
信号	信號	<span class="tone4">xìn</span> <span class="tone4">hào</span>	<ol><li>signal</li></ol>				HSK_Level_5	9	[4, 9]
系统	系統	<span class="tone4">xì</span> <span class="tone3">tǒng</span>	<ol><li>system</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	9	[5, 9]
克服		<span class="tone4">kè</span> <span class="tone2">fú</span>	<ol><li>(try to) overcome (hardships etc)</li> <li>to conquer</li> <li>to put up with</li> <li>to endure</li></ol>				HSK_Level_5	9	[6, 9]
士兵		<span class="tone4">shì</span> <span class="tone1">bīng</span>	<ol><li>soldier</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	9	[6, 9]
消费	消費	<span class="tone1">xiāo</span> <span class="tone4">fèi</span>	<ol><li>to consume</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	9	[6, 9]
系领带	係領帶	<span class="tone4">jì</span> <span class="tone3">lǐng</span> <span class="tone4">dài</span>	<ol><li>to tie a tie</li></ol>				HSK_Level_5	9	[5, 9, 7]
思考		<span class="tone1">sī</span> <span class="tone3">kǎo</span>	<ol><li>to reflect on</li> <li>to ponder over</li></ol>				HSK_Level_5	9	[7, 9]
似乎		<span class="tone4">sì</span> <span class="tone1">hū</span>	<ol><li>apparently</li> <li>to seem</li> <li>to appear</li> <li>as if</li> <li>seemingly</li></ol>				HSK_Level_5	9	[8, 9]
管子		<span class="tone3">guǎn</span> <span class="tone5">zi</span>	<ol><li>tube</li> <li>pipe</li> <li>drinking straw</li></ol>	根(<span class="tone1">gēn</span>)			HSK_Level_5	9	[9, 1]
统一	統一	<span class="tone3">tǒng</span> <span class="tone1">yī</span>	<ol><li>to unify</li> <li>to unite</li> <li>to integrate</li></ol>				HSK_Level_5	9	[9, 1]
空间	空間	<span class="tone1">kōng</span> <span class="tone1">jiān</span>	<ol><li>space</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	9	[9, 5]
领导	領導	<span class="tone3">lǐng</span> <span class="tone3">dǎo</span>	<ol><li>lead</li> <li>leading</li> <li>to lead</li> <li>leadership</li> <li>leader</li></ol>	位(<span class="tone4">wèi</span>), 个|個(<span class="tone4">gè</span>)			HSK_Level_5	9	[9, 7]
争论	爭論	<span class="tone1">zhēng</span> <span class="tone4">lùn</span>	<ol><li>to argue</li> <li>to debate</li> <li>to contend</li> <li>argument</li> <li>contention</li> <li>controversy</li> <li>debate</li></ol>	次(<span class="tone4">cì</span>), 场|場(<span class="tone3">chǎng</span>)			HSK_Level_5	9	[9, 2]
争取	爭取	<span class="tone1">zhēng</span> <span class="tone3">qǔ</span>	<ol><li>to fight for</li> <li>to strive for</li> <li>to win over</li></ol>				HSK_Level_5	9	[9, 8]
命运	命運	<span class="tone4">mìng</span> <span class="tone4">yùn</span>	<ol><li>fate</li> <li>destiny</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	9	[9, 7]
风格	風格	<span class="tone1">fēng</span> <span class="tone2">gé</span>	<ol><li>style</li></ol>				HSK_Level_5	9	[9, 6]
根		<span class="tone1">gēn</span>	<ol><li>root</li> <li>basis</li> <li>classifier for long slender objects, e.g. cigarettes, guitar strings</li> <li>radical (chemistry)</li></ol>	条|條(<span class="tone2">tiáo</span>)		<span class="nobr">跟</span>	HSK_Level_5	9	[9]
根本		<span class="tone1">gēn</span> <span class="tone3">běn</span>	<ol><li>fundamental</li> <li>basic</li> <li>root</li> <li>simply</li> <li>absolutely (not)</li> <li>(not) at all</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	9	[9, 1]
亲切	親切	<span class="tone1">qīn</span> <span class="tone4">qiè</span>	<ol><li>amiable</li> <li>cordial</li> <li>close and dear</li> <li>familiar</li></ol>				HSK_Level_5	9	[9, 6]
亲自	親自	<span class="tone1">qīn</span> <span class="tone4">zì</span>	<ol><li>personally</li> <li>in person</li> <li>oneself</li></ol>				HSK_Level_5	9	[9, 1]
议论	議論	<span class="tone4">yì</span> <span class="tone4">lùn</span>	<ol><li>to comment</li> <li>to talk about</li> <li>to discuss</li> <li>discussion</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	9	[9, 2]
交往		<span class="tone1">jiāo</span> <span class="tone3">wǎng</span>	<ol><li>to associate (with)</li> <li>to have contact (with)</li> <li>to hang out (with)</li> <li>to date</li> <li>(interpersonal) relationship</li> <li>association</li> <li>contact</li></ol>				HSK_Level_5	9	[9, 8]
近代		<span class="tone4">jìn</span> <span class="tone4">dài</span>	<ol><li>the not-very-distant past</li> <li>modern times, excluding recent decades</li> <li>(in the context of Chinese history) the period from the Opium Wars until the May 4th Movement (mid-19th century to 1919)</li> <li>capitalist times (pre-1949)</li></ol>				HSK_Level_5	9	[9, 4]
命令		<span class="tone4">mìng</span> <span class="tone4">lìng</span>	<ol><li>order</li> <li>command</li></ol>	道(<span class="tone4">dào</span>), 个|個(<span class="tone4">gè</span>)			HSK_Level_5	9	[9, 9]
单位	單位	<span class="tone1">dān</span> <span class="tone4">wèi</span>	<ol><li>unit (of measure)</li> <li>unit (group of people as a whole)</li> <li>work unit (place of employment, esp. in the PRC prior to economic reform)</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	9	[9, 4]
单元	單元	<span class="tone1">dān</span> <span class="tone2">yuán</span>	<ol><li>unit (forming an entity)</li> <li>element</li> <li>(in a residential building) entrance or staircase</li></ol>				HSK_Level_5	9	[9, 6]
亲爱	親愛	<span class="tone1">qīn</span> <span class="tone4">ài</span>	<ol><li>dear</li> <li>beloved</li> <li>darling</li></ol>				HSK_Level_5	9	[9, 8]
单调	單調	<span class="tone1">dān</span> <span class="tone4">diào</span>	<ol><li>monotonous</li></ol>				HSK_Level_5	9	[9, 7]
强调	強調	<span class="tone2">qiáng</span> <span class="tone4">diào</span>	<ol><li>to emphasize (a statement)</li> <li>to stress</li></ol>				HSK_Level_5	9	[9, 7]
交际	交際	<span class="tone1">jiāo</span> <span class="tone4">jì</span>	<ol><li>communication</li> <li>social intercourse</li></ol>				HSK_Level_5	9	[9, 9]
官		<span class="tone1">guān</span>	<ol><li>official</li> <li>government</li> <li>organ of body</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">关|關</span>	HSK_Level_5	9	[9]
断	斷	<span class="tone4">duàn</span>	<ol><li>to break</li> <li>to snap</li> <li>to cut off</li> <li>to give up or abstain from sth</li> <li>to judge</li> <li>(usu. used in the negative) absolutely</li> <li>definitely</li> <li>decidedly</li></ol>			<span class="nobr">段</span>	HSK_Level_5	9	[9]
写作	寫作	<span class="tone3">xiě</span> <span class="tone4">zuò</span>	<ol><li>to write</li> <li>to compose</li> <li>writing</li> <li>written works</li></ol>				HSK_Level_5	9	[9, 4]
片		<span class="tone4">piàn</span>	<ol><li>thin piece</li> <li>flake</li> <li>a slice</li> <li>film</li> <li>TV play</li> <li>to slice</li> <li>to carve thin</li> <li>partial</li> <li>incomplete</li> <li>one-sided</li> <li>classifier for slices, tablets, tract of land, area of water</li> <li>classifier for CDs, movies, DVDs etc</li> <li>used with numeral 一[yi1]: classifier for scenario, scene, feeling, atmosphere, sound etc</li></ol>			<span class="nobr">骗|騙</span>	HSK_Level_5	9	[9]
片面		<span class="tone4">piàn</span> <span class="tone4">miàn</span>	<ol><li>unilateral</li> <li>one-sided</li></ol>				HSK_Level_5	9	[9, 5]
轻视	輕視	<span class="tone1">qīng</span> <span class="tone4">shì</span>	<ol><li>contempt</li> <li>contemptuous</li> <li>to despise</li> <li>to scorn</li> <li>scornful</li></ol>				HSK_Level_5	9	[9, 8]
轻易	輕易	<span class="tone1">qīng</span> <span class="tone4">yì</span>	<ol><li>easily</li> <li>lightly</li> <li>rashly</li></ol>				HSK_Level_5	9	[9, 8]
服装	服裝	<span class="tone2">fú</span> <span class="tone1">zhuāng</span>	<ol><li>dress</li> <li>clothing</li> <li>costume</li> <li>clothes</li></ol>	身(<span class="tone1">shēn</span>)			HSK_Level_5	9	[9, 7]
标点	標點	<span class="tone1">biāo</span> <span class="tone3">diǎn</span>	<ol><li>punctuation</li> <li>a punctuation mark</li> <li>to punctuate</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	9	[9, 1]
突出		<span class="tone1">tū</span> <span class="tone1">chū</span>	<ol><li>prominent</li> <li>outstanding</li> <li>to give prominence to</li> <li>to protrude</li> <li>to project</li></ol>				HSK_Level_5	9	[9, 3]
随身	隨身	<span class="tone2">suí</span> <span class="tone1">shēn</span>	<ol><li>to (carry) on one's person</li> <li>to (take) with one</li></ol>				HSK_Level_5	9	[9, 4]
随时	隨時	<span class="tone2">suí</span> <span class="tone2">shí</span>	<ol><li>at any time</li> <li>at all times</li> <li>at the right time</li></ol>				HSK_Level_5	9	[9, 1]
随手	隨手	<span class="tone2">suí</span> <span class="tone3">shǒu</span>	<ol><li>conveniently</li> <li>without extra trouble</li> <li>while doing it</li> <li>in passing</li></ol>				HSK_Level_5	9	[9, 3]
日期		<span class="tone4">rì</span> <span class="tone1">qī</span>	<ol><li>date</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	10	[1, 10]
时期	時期	<span class="tone2">shí</span> <span class="tone1">qī</span>	<ol><li>period</li> <li>phase</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	10	[1, 10]
大象		<span class="tone4">dà</span> <span class="tone4">xiàng</span>	<ol><li>elephant</li></ol>	只|隻(<span class="tone1">zhī</span>)			HSK_Level_5	10	[1, 10]
的确	的確	<span class="tone2">dí</span> <span class="tone4">què</span>	<ol><li>really</li> <li>indeed</li></ol>				HSK_Level_5	10	[1, 10]
明确	明確	<span class="tone2">míng</span> <span class="tone4">què</span>	<ol><li>clear-cut</li> <li>definite</li> <li>explicit</li> <li>to clarify</li> <li>to specify</li> <li>to make definite</li></ol>				HSK_Level_5	10	[1, 10]
如今		<span class="tone2">rú</span> <span class="tone1">jīn</span>	<ol><li>nowadays</li> <li>now</li></ol>				HSK_Level_5	10	[1, 10]
明显	明顯	<span class="tone2">míng</span> <span class="tone3">xiǎn</span>	<ol><li>clear</li> <li>distinct</li> <li>obvious</li></ol>				HSK_Level_5	10	[1, 10]
过期	過期	<span class="tone4">guò</span> <span class="tone1">qī</span>	<ol><li>to be overdue</li> <li>to exceed the time limit</li> <li>to expire (as in expiration date)</li></ol>				HSK_Level_5	10	[2, 10]
地区	地區	<span class="tone4">dì</span> <span class="tone1">qū</span>	<ol><li>local</li> <li>regional</li> <li>district (not necessarily formal administrative unit)</li> <li>region</li> <li>area</li> <li>as suffix to city name, means prefecture or county (area administered by a prefecture level city or county level city)</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	10	[2, 10]
现象	現象	<span class="tone4">xiàn</span> <span class="tone4">xiàng</span>	<ol><li>appearance</li> <li>phenomenon</li></ol>	个|個(<span class="tone4">gè</span>), 种|種(<span class="tone3">zhǒng</span>)			HSK_Level_5	10	[2, 10]
特色		<span class="tone4">tè</span> <span class="tone4">sè</span>	<ol><li>characteristic</li> <li>distinguishing feature or quality</li></ol>				HSK_Level_5	10	[2, 10]
主张	主張	<span class="tone3">zhǔ</span> <span class="tone1">zhāng</span>	<ol><li>to advocate</li> <li>to stand for</li> <li>view</li> <li>position</li> <li>stand</li> <li>proposition</li> <li>viewpoint</li> <li>assertion</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	10	[2, 10]
学术	學術	<span class="tone2">xué</span> <span class="tone4">shù</span>	<ol><li>learning</li> <li>science</li> <li>academic</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	10	[2, 10]
合影		<span class="tone2">hé</span> <span class="tone3">yǐng</span>	<ol><li>to take a joint photo</li> <li>group photo</li></ol>				HSK_Level_5	10	[2, 10]
对象	對象	<span class="tone4">duì</span> <span class="tone4">xiàng</span>	<ol><li>target</li> <li>object</li> <li>partner</li> <li>boyfriend</li> <li>girlfriend</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	10	[3, 10]
想象		<span class="tone3">xiǎng</span> <span class="tone4">xiàng</span>	<ol><li>to imagine</li> <li>to fancy</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	10	[3, 10]
出色		<span class="tone1">chū</span> <span class="tone4">sè</span>	<ol><li>remarkable</li> <li>outstanding</li></ol>				HSK_Level_5	10	[3, 10]
美术	美術	<span class="tone3">měi</span> <span class="tone4">shù</span>	<ol><li>art</li> <li>fine arts</li> <li>painting</li></ol>	种|種(<span class="tone3">zhǒng</span>)			HSK_Level_5	10	[3, 10]
手术	手術	<span class="tone3">shǒu</span> <span class="tone4">shù</span>	<ol><li>(surgical) operation</li> <li>surgery</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	10	[3, 10]
总共	總共	<span class="tone3">zǒng</span> <span class="tone4">gòng</span>	<ol><li>altogether</li> <li>in sum</li> <li>in all</li> <li>in total</li></ol>				HSK_Level_5	10	[3, 10]
想念		<span class="tone3">xiǎng</span> <span class="tone4">niàn</span>	<ol><li>to miss</li> <li>to remember with longing</li> <li>to long to see again</li></ol>				HSK_Level_5	10	[3, 10]
问候	問候	<span class="tone4">wèn</span> <span class="tone4">hòu</span>	<ol><li>to give one's respects</li> <li>to send a greeting</li></ol>				HSK_Level_5	10	[5, 10]
能干	能幹	<span class="tone2">néng</span> <span class="tone4">gàn</span>	<ol><li>capable</li> <li>competent</li></ol>				HSK_Level_5	10	[5, 10]
完整		<span class="tone2">wán</span> <span class="tone3">zhěng</span>	<ol><li>complete</li> <li>intact</li></ol>				HSK_Level_5	10	[6, 10]
调整	調整	<span class="tone2">tiáo</span> <span class="tone3">zhěng</span>	<ol><li>to adjust</li> <li>adjustment</li> <li>revision</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	10	[7, 10]
观念	觀念	<span class="tone1">guān</span> <span class="tone4">niàn</span>	<ol><li>notion</li> <li>thought</li> <li>concept</li> <li>sense</li> <li>views</li> <li>ideology</li> <li>general impressions</li></ol>				HSK_Level_5	10	[7, 10]
至今		<span class="tone4">zhì</span> <span class="tone1">jīn</span>	<ol><li>so far</li> <li>to this day</li> <li>until now</li></ol>				HSK_Level_5	10	[8, 10]
流传	流傳	<span class="tone2">liú</span> <span class="tone2">chuán</span>	<ol><li>to spread</li> <li>to circulate</li> <li>to hand down</li></ol>				HSK_Level_5	10	[8, 10]
尽快	盡快	<span class="tone3">jǐn</span> <span class="tone4">kuài</span>	<ol><li>as quickly as possible</li> <li>as soon as possible</li> <li>with all speed</li></ol>				HSK_Level_5	10	[8, 10]
期间	期間	<span class="tone1">qī</span> <span class="tone1">jiān</span>	<ol><li>period of time</li> <li>time</li> <li>time period</li> <li>period</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	10	[10, 5]
形成		<span class="tone2">xíng</span> <span class="tone2">chéng</span>	<ol><li>to form</li> <li>to take shape</li></ol>				HSK_Level_5	10	[10, 2]
决心	決心	<span class="tone2">jué</span> <span class="tone1">xīn</span>	<ol><li>determination</li> <li>resolution</li> <li>determined</li> <li>firm and resolute</li> <li>to make up one's mind</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	10	[10, 3]
